Node,Depth,Value
B10,2,2
A8,3,2
B10,2,2
A9,3,0
B10,2,2
A10,3,2
B10,2,2
A11,3,2
B10,2,2
A9,1,2
B11,2,-Infinity
A2,3,2
B11,2,2
A3,3,2
B11,2,2
A4,3,2
B11,2,2
A5,3,2
B11,2,2
A6,3,2
B11,2,2
A7,3,2
B11,2,2
A8,3,2
B11,2,2
A9,3,0
B11,2,2
A10,3,2
B11,2,2
A11,3,2
B11,2,2
A9,1,2
root,0,2
A10,1,-Infinity
A2,1,Infinity
B2,2,-Infinity
A2,3,3
B2,2,3
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,4
B2,2,4
A6,3,4
B2,2,4
A7,3,4
B2,2,4
A8,3,4
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A2,1,4
B3,2,-Infinity
A2,3,3
B3,2,3
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,4
B3,2,4
A6,3,4
B3,2,4
A7,3,4
B3,2,4
A8,3,4
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A2,1,4
B4,2,-Infinity
A2,3,3
B4,2,3
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,4
B4,2,4
A6,3,4
B4,2,4
A7,3,4
B4,2,4
A8,3,4
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A2,1,4
B5,2,-Infinity
A2,3,3
B5,2,3
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,4
B5,2,4
A6,3,4
B5,2,4
A7,3,4
B5,2,4
A8,3,4
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A2,1,4
B6,2,-Infinity
A2,3,3
B6,2,3
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,4
B6,2,4
A6,3,4
B6,2,4
A7,3,4
B6,2,4
A8,3,4
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A2,1,4
B7,2,-Infinity
A2,3,3
B7,2,3
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,4
B7,2,4
A6,3,4
B7,2,4
A7,3,4
B7,2,4
A8,3,4
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A2,1,4
B8,2,-Infinity
A2,3,3
B8,2,3
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,4
B8,2,4
A6,3,4
B8,2,4
A7,3,4
B8,2,4
A8,3,4
B8,2,4
A9,3,4
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A2,1,4
B9,2,-Infinity
A2,3,3
B9,2,3
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,4
B9,2,4
A7,3,4
B9,2,4
A8,3,4
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A2,1,4
B10,2,-Infinity
A2,3,3
B10,2,3
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,4
B10,2,4
A7,3,4
B10,2,4
A8,3,4
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A2,1,4
B11,2,-Infinity
A2,3,3
B11,2,3
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,4
B11,2,4
A7,3,4
B11,2,4
A8,3,4
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A2,1,4
A10,1,4
A3,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B2,2,5
A4,3,4
B2,2,5
A5,3,4
B2,2,5
A6,3,4
B2,2,5
A7,3,4
B2,2,5
A8,3,4
B2,2,5
A9,3,4
B2,2,5
A10,3,2
B2,2,5
A11,3,4
B2,2,5
A3,1,5
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B3,2,5
A4,3,4
B3,2,5
A5,3,4
B3,2,5
A6,3,4
B3,2,5
A7,3,4
B3,2,5
A8,3,4
B3,2,5
A9,3,4
B3,2,5
A10,3,2
B3,2,5
A11,3,4
B3,2,5
A3,1,5
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B4,2,5
A4,3,4
B4,2,5
A5,3,4
B4,2,5
A6,3,4
B4,2,5
A7,3,4
B4,2,5
A8,3,4
B4,2,5
A9,3,4
B4,2,5
A10,3,2
B4,2,5
A11,3,4
B4,2,5
A3,1,5
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B5,2,5
A4,3,4
B5,2,5
A5,3,4
B5,2,5
A6,3,4
B5,2,5
A7,3,4
B5,2,5
A8,3,4
B5,2,5
A9,3,4
B5,2,5
A10,3,2
B5,2,5
A11,3,4
B5,2,5
A3,1,5
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B6,2,5
A4,3,4
B6,2,5
A5,3,4
B6,2,5
A6,3,4
B6,2,5
A7,3,4
B6,2,5
A8,3,4
B6,2,5
A9,3,4
B6,2,5
A10,3,2
B6,2,5
A11,3,4
B6,2,5
A3,1,5
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B7,2,5
A4,3,4
B7,2,5
A5,3,4
B7,2,5
A6,3,4
B7,2,5
A7,3,4
B7,2,5
A8,3,4
B7,2,5
A9,3,4
B7,2,5
A10,3,2
B7,2,5
A11,3,4
B7,2,5
A3,1,5
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,-Infinity
A2,3,5
A3,3,5
A4,3,5
A3,3,5
A5,3,5
A3,3,5
A6,3,5
A3,3,5
A7,3,5
A3,3,5
A8,3,5
A3,3,5
A9,3,5
A3,3,5
A10,3,3
A3,3,5
A11,3,5
A3,3,5
B8,2,5
A4,3,4
B8,2,5
A5,3,4
B8,2,5
A6,3,4
B8,2,5
A7,3,4
B8,2,5
A8,3,4
B8,2,5
A9,3,4
B8,2,5
A10,3,2
B8,2,5
A11,3,4
B8,2,5
A3,1,5
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,3
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,4
B9,2,4
A7,3,4
B9,2,4
A8,3,4
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A3,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,3
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,4
B10,2,4
A7,3,4
B10,2,4
A8,3,4
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A3,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,3
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,4
B11,2,4
A7,3,4
B11,2,4
A8,3,4
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A3,1,4
A10,1,4
A4,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,2
B2,2,4
A5,3,4
B2,2,4
A6,3,4
B2,2,4
A7,3,4
B2,2,4
A8,3,4
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A4,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,2
B3,2,4
A5,3,4
B3,2,4
A6,3,4
B3,2,4
A7,3,4
B3,2,4
A8,3,4
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A4,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,2
B4,2,4
A5,3,4
B4,2,4
A6,3,4
B4,2,4
A7,3,4
B4,2,4
A8,3,4
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A4,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,2
B5,2,4
A5,3,4
B5,2,4
A6,3,4
B5,2,4
A7,3,4
B5,2,4
A8,3,4
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A4,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,2
B6,2,4
A5,3,4
B6,2,4
A6,3,4
B6,2,4
A7,3,4
B6,2,4
A8,3,4
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A4,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,2
B7,2,4
A5,3,4
B7,2,4
A6,3,4
B7,2,4
A7,3,4
B7,2,4
A8,3,4
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A4,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,-Infinity
A2,3,5
A4,3,5
A3,3,5
A4,3,5
A5,3,5
A4,3,5
A6,3,5
A4,3,5
A7,3,5
A4,3,5
A8,3,5
A4,3,5
A9,3,5
A4,3,5
A10,3,3
A4,3,5
A11,3,5
A4,3,5
B8,2,5
A5,3,4
B8,2,5
A6,3,4
B8,2,5
A7,3,4
B8,2,5
A8,3,4
B8,2,5
A9,3,4
B8,2,5
A10,3,2
B8,2,5
A11,3,4
B8,2,5
A4,1,4
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,4
B9,2,4
A4,3,-Infinity
A2,3,5
A4,3,5
A3,3,5
A4,3,5
A5,3,5
A4,3,5
A6,3,5
A4,3,5
A7,3,5
A4,3,5
A8,3,5
A4,3,5
A9,3,5
A4,3,5
A10,3,3
A4,3,5
A11,3,5
A4,3,5
B9,2,5
A5,3,4
B9,2,5
A6,3,4
B9,2,5
A7,3,4
B9,2,5
A8,3,4
B9,2,5
A9,3,4
B9,2,5
A10,3,2
B9,2,5
A11,3,4
B9,2,5
A4,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,-Infinity
A2,3,5
A4,3,5
A3,3,5
A4,3,5
A5,3,5
A4,3,5
A6,3,5
A4,3,5
A7,3,5
A4,3,5
A8,3,5
A4,3,5
A9,3,5
A4,3,5
A10,3,3
A4,3,5
A11,3,5
A4,3,5
B10,2,5
A5,3,4
B10,2,5
A6,3,4
B10,2,5
A7,3,4
B10,2,5
A8,3,4
B10,2,5
A9,3,4
B10,2,5
A10,3,2
B10,2,5
A11,3,4
B10,2,5
A4,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,-Infinity
A2,3,5
A4,3,5
A3,3,5
A4,3,5
A5,3,5
A4,3,5
A6,3,5
A4,3,5
A7,3,5
A4,3,5
A8,3,5
A4,3,5
A9,3,5
A4,3,5
A10,3,3
A4,3,5
A11,3,5
A4,3,5
B11,2,5
A5,3,4
B11,2,5
A6,3,4
B11,2,5
A7,3,4
B11,2,5
A8,3,4
B11,2,5
A9,3,4
B11,2,5
A10,3,2
B11,2,5
A11,3,4
B11,2,5
A4,1,4
A10,1,4
A5,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,2
B2,2,4
A6,3,4
B2,2,4
A7,3,4
B2,2,4
A8,3,4
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A5,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,2
B3,2,4
A6,3,4
B3,2,4
A7,3,4
B3,2,4
A8,3,4
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A5,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,2
B4,2,4
A6,3,4
B4,2,4
A7,3,4
B4,2,4
A8,3,4
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A5,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,2
B5,2,4
A6,3,4
B5,2,4
A7,3,4
B5,2,4
A8,3,4
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A5,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,2
B6,2,4
A6,3,4
B6,2,4
A7,3,4
B6,2,4
A8,3,4
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A5,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,2
B7,2,4
A6,3,4
B7,2,4
A7,3,4
B7,2,4
A8,3,4
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A5,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,2
B8,2,4
A6,3,4
B8,2,4
A7,3,4
B8,2,4
A8,3,4
B8,2,4
A9,3,4
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A5,1,4
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,2
B9,2,4
A6,3,4
B9,2,4
A7,3,4
B9,2,4
A8,3,4
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A5,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,2
B10,2,4
A6,3,4
B10,2,4
A7,3,4
B10,2,4
A8,3,4
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A5,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,2
B11,2,4
A6,3,4
B11,2,4
A7,3,4
B11,2,4
A8,3,4
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A5,1,4
A10,1,4
A6,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,4
B2,2,4
A6,3,2
B2,2,4
A7,3,4
B2,2,4
A8,3,4
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A6,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,4
B3,2,4
A6,3,2
B3,2,4
A7,3,4
B3,2,4
A8,3,4
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A6,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,4
B4,2,4
A6,3,2
B4,2,4
A7,3,4
B4,2,4
A8,3,4
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A6,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,4
B5,2,4
A6,3,2
B5,2,4
A7,3,4
B5,2,4
A8,3,4
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A6,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,4
B6,2,4
A6,3,2
B6,2,4
A7,3,4
B6,2,4
A8,3,4
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A6,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,4
B7,2,4
A6,3,2
B7,2,4
A7,3,4
B7,2,4
A8,3,4
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A6,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,4
B8,2,4
A6,3,2
B8,2,4
A7,3,4
B8,2,4
A8,3,4
B8,2,4
A9,3,4
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A6,1,4
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,2
B9,2,4
A7,3,4
B9,2,4
A8,3,4
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A6,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,2
B10,2,4
A7,3,4
B10,2,4
A8,3,4
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A6,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,2
B11,2,4
A7,3,4
B11,2,4
A8,3,4
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A6,1,4
A10,1,4
A7,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,4
B2,2,4
A6,3,4
B2,2,4
A7,3,2
B2,2,4
A8,3,4
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A7,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,4
B3,2,4
A6,3,4
B3,2,4
A7,3,2
B3,2,4
A8,3,4
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A7,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,4
B4,2,4
A6,3,4
B4,2,4
A7,3,2
B4,2,4
A8,3,4
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A7,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,4
B5,2,4
A6,3,4
B5,2,4
A7,3,2
B5,2,4
A8,3,4
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A7,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,4
B6,2,4
A6,3,4
B6,2,4
A7,3,2
B6,2,4
A8,3,4
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A7,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,4
B7,2,4
A6,3,4
B7,2,4
A7,3,2
B7,2,4
A8,3,4
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A7,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,4
B8,2,4
A6,3,4
B8,2,4
A7,3,2
B8,2,4
A8,3,4
B8,2,4
A9,3,4
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A7,1,4
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,4
B9,2,4
A7,3,2
B9,2,4
A8,3,4
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A7,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,4
B10,2,4
A7,3,2
B10,2,4
A8,3,4
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A7,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,4
B11,2,4
A7,3,2
B11,2,4
A8,3,4
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A7,1,4
A10,1,4
A8,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,4
B2,2,4
A6,3,4
B2,2,4
A7,3,4
B2,2,4
A8,3,2
B2,2,4
A9,3,4
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A8,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,4
B3,2,4
A6,3,4
B3,2,4
A7,3,4
B3,2,4
A8,3,2
B3,2,4
A9,3,4
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A8,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,4
B4,2,4
A6,3,4
B4,2,4
A7,3,4
B4,2,4
A8,3,2
B4,2,4
A9,3,4
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A8,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,4
B5,2,4
A6,3,4
B5,2,4
A7,3,4
B5,2,4
A8,3,2
B5,2,4
A9,3,4
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A8,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,4
B6,2,4
A6,3,4
B6,2,4
A7,3,4
B6,2,4
A8,3,2
B6,2,4
A9,3,4
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A8,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,4
B7,2,4
A6,3,4
B7,2,4
A7,3,4
B7,2,4
A8,3,2
B7,2,4
A9,3,4
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A8,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,4
B8,2,4
A6,3,4
B8,2,4
A7,3,4
B8,2,4
A8,3,2
B8,2,4
A9,3,4
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A8,1,4
B9,2,-Infinity
A2,3,4
B9,2,4
A3,3,4
B9,2,4
A4,3,4
B9,2,4
A5,3,4
B9,2,4
A6,3,4
B9,2,4
A7,3,4
B9,2,4
A8,3,2
B9,2,4
A9,3,4
B9,2,4
A10,3,2
B9,2,4
A11,3,4
B9,2,4
A8,1,4
B10,2,-Infinity
A2,3,4
B10,2,4
A3,3,4
B10,2,4
A4,3,4
B10,2,4
A5,3,4
B10,2,4
A6,3,4
B10,2,4
A7,3,4
B10,2,4
A8,3,2
B10,2,4
A9,3,4
B10,2,4
A10,3,2
B10,2,4
A11,3,4
B10,2,4
A8,1,4
B11,2,-Infinity
A2,3,4
B11,2,4
A3,3,4
B11,2,4
A4,3,4
B11,2,4
A5,3,4
B11,2,4
A6,3,4
B11,2,4
A7,3,4
B11,2,4
A8,3,2
B11,2,4
A9,3,4
B11,2,4
A10,3,2
B11,2,4
A11,3,4
B11,2,4
A8,1,4
A10,1,4
A9,1,Infinity
B2,2,-Infinity
A2,3,4
B2,2,4
A3,3,4
B2,2,4
A4,3,4
B2,2,4
A5,3,4
B2,2,4
A6,3,4
B2,2,4
A7,3,4
B2,2,4
A8,3,4
B2,2,4
A9,3,2
B2,2,4
A10,3,2
B2,2,4
A11,3,4
B2,2,4
A9,1,4
B3,2,-Infinity
A2,3,4
B3,2,4
A3,3,4
B3,2,4
A4,3,4
B3,2,4
A5,3,4
B3,2,4
A6,3,4
B3,2,4
A7,3,4
B3,2,4
A8,3,4
B3,2,4
A9,3,2
B3,2,4
A10,3,2
B3,2,4
A11,3,4
B3,2,4
A9,1,4
B4,2,-Infinity
A2,3,4
B4,2,4
A3,3,4
B4,2,4
A4,3,4
B4,2,4
A5,3,4
B4,2,4
A6,3,4
B4,2,4
A7,3,4
B4,2,4
A8,3,4
B4,2,4
A9,3,2
B4,2,4
A10,3,2
B4,2,4
A11,3,4
B4,2,4
A9,1,4
B5,2,-Infinity
A2,3,4
B5,2,4
A3,3,4
B5,2,4
A4,3,4
B5,2,4
A5,3,4
B5,2,4
A6,3,4
B5,2,4
A7,3,4
B5,2,4
A8,3,4
B5,2,4
A9,3,2
B5,2,4
A10,3,2
B5,2,4
A11,3,4
B5,2,4
A9,1,4
B6,2,-Infinity
A2,3,4
B6,2,4
A3,3,4
B6,2,4
A4,3,4
B6,2,4
A5,3,4
B6,2,4
A6,3,4
B6,2,4
A7,3,4
B6,2,4
A8,3,4
B6,2,4
A9,3,2
B6,2,4
A10,3,2
B6,2,4
A11,3,4
B6,2,4
A9,1,4
B7,2,-Infinity
A2,3,4
B7,2,4
A3,3,4
B7,2,4
A4,3,4
B7,2,4
A5,3,4
B7,2,4
A6,3,4
B7,2,4
A7,3,4
B7,2,4
A8,3,4
B7,2,4
A9,3,2
B7,2,4
A10,3,2
B7,2,4
A11,3,4
B7,2,4
A9,1,4
B8,2,-Infinity
A2,3,4
B8,2,4
A3,3,4
B8,2,4
A4,3,4
B8,2,4
A5,3,4
B8,2,4
A6,3,4
B8,2,4
A7,3,4
B8,2,4
A8,3,4
B8,2,4
A9,3,2
B8,2,4
A10,3,2
B8,2,4
A11,3,4
B8,2,4
A9,1,4
B9,2,-Infinity
A2,3,4
