Node,Depth,Value
root,0,-Infinity
A2,1,Infinity
B2,2,0
A2,1,0
B3,2,0
A2,1,0
B4,2,0
A2,1,0
root,0,0
A3,1,Infinity
B2,2,0
A3,1,0
B3,2,0
A3,1,0
B4,2,0
A3,1,0
root,0,0
A4,1,-Infinity
A2,1,Infinity
B2,2,1
A2,1,1
B3,2,1
A2,1,1
B4,2,1
A2,1,1
A4,1,1
A3,1,Infinity
B2,2,1
A3,1,1
B3,2,1
A3,1,1
B4,2,1
A3,1,1
A4,1,1
root,0,1
