Node,Depth,Value
B2,3,-1
A5,2,-1
B3,3,Infinity
A2,4,1
B3,3,1
A3,4,1
B3,3,1
A4,4,Infinity
A2,4,0
A4,4,0
A3,4,0
A4,4,0
B3,3,0
A5,2,0
B4,3,-Infinity
B2,3,Infinity
A2,4,5
B2,3,5
A3,4,5
B2,3,5
B4,3,5
B3,3,Infinity
A2,4,1
B3,3,1
A3,4,1
B3,3,1
A4,4,Infinity
A2,4,0
A4,4,0
A3,4,0
A4,4,0
B3,3,0
B4,3,5
B5,3,-Infinity
B2,3,Infinity
A2,4,6
B2,3,6
A3,4,6
B2,3,6
B5,3,6
B3,3,Infinity
A2,4,3
B3,3,3
A3,4,3
B3,3,3
A4,4,Infinity
A2,4,2
A4,4,2
A3,4,2
A4,4,2
B3,3,2
B5,3,6
B4,3,6
A5,2,6
B5,1,3
root,0,3
